Product Level 4,Brand Level 4,Brand Level 2,Product Name,average,growth,returnPercent,returnUnits,tAct,thAct,fAct,sAct,mAct,tSug,thSug,fSug,sSug,mSug,totalAct,totalSug
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB PUMPKIN MFN MX 5P,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB PUMPKIN MFN5P MX,1,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB S'MORES MFN 5P,1,100.00,0.00,0,0,0,0,0,2,0,0,0,0,2,2,2
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB SDOODLE MUFF MEXI,1,1.89,0.00,0,0,0,0,0,0,0,18,0,0,0,0,18
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB STWBRY YOGT MFN5P,1,"5,700.00",0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MARINELA,,,215,4.32,2.75,6,6,6,124,0,35,46,28,110,0,35,171,219
SWEET BAKED GOODS,MARINELA,MR-BX-COOKIES,,104,-0.43,0.73,1,0,0,39,0,15,20,12,48,0,15,54,95
SWEET BAKED GOODS,MARINELA,MR-BX-COOKIES,MLA BRRITA PNA BX8P,17,5.04,0.80,0,0,0,9,0,2,3,3,8,0,2,11,16
SWEET BAKED GOODS,MARINELA,MR-BX-COOKIES,MLA BRRITA STR BX8P,28,-10.66,0.82,0,0,0,10,0,5,7,4,15,0,5,15,31
SWEET BAKED GOODS,MARINELA,MR-BX-COOKIES,MLA CANELITAS BX8P,20,11.41,0.20,0,0,0,10,0,3,5,2,10,0,3,13,20
SWEET BAKED GOODS,MARINELA,MR-BX-COOKIES,MLA CARIBENAS BX8P,8,9.60,0.23,0,0,0,0,0,0,2,0,4,0,0,0,6
SWEET BAKED GOODS,MARINELA,MR-BX-COOKIES,MLA GANSITOCKY BX10P,8,-29.53,0.63,0,0,0,0,0,3,0,0,3,0,3,3,6
SWEET BAKED GOODS,MARINELA,MR-BX-COOKIES,MLA POLVORONES BX8P,14,42.58,0.54,0,0,0,10,0,2,2,2,6,0,2,12,12
SWEET BAKED GOODS,MARINELA,MR-BX-COOKIES,MLA SUAVICM NAPX30P,3,-29.88,2.84,0,0,0,0,0,0,1,1,0,0,0,0,2
SWEET BAKED GOODS,MARINELA,MR-BX-COOKIES,MLA TARTNA STR BX8P,5,-5.00,2.11,0,0,0,0,0,0,0,0,2,0,0,0,2
SWEET BAKED GOODS,MARINELA,MR-BX-SNACK CAKES,,96,0.26,4.72,5,6,6,85,0,17,24,16,55,0,17,114,112
SWEET BAKED GOODS,MARINELA,MR-BX-SNACK CAKES,MLA CHOCOROL BX8P,6,-31.57,0.89,0,0,0,5,0,6,0,0,0,0,6,11,6
SWEET BAKED GOODS,MARINELA,MR-BX-SNACK CAKES,MLA GANSITO BX8P,52,4.09,1.48,1,0,0,60,0,11,16,10,35,0,11,71,72
SWEET BAKED GOODS,MARINELA,MR-BX-SNACK CAKES,MLA GANSITO CH BX8P,3,-53.10,31.45,1,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MARINELA,MR-BX-SNACK CAKES,MLA GANSITO CL24P,20,47.62,2.93,1,6,6,15,0,0,6,6,15,0,0,27,27
SWEET BAKED GOODS,MARINELA,MR-BX-SNACK CAKES,MLA GANSITO LED BX8P,2,100.00,33.33,1,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MARINELA,MR-BX-SNACK CAKES,MLA NAPOLITANO BX5P,3,-17.41,10.24,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MARINELA,MR-BX-SNACK CAKES,MLA PINGUINO BX8P,7,-11.59,6.94,1,0,0,5,0,0,2,0,5,0,0,5,7
SWEET BAKED GOODS,MARINELA,MR-BX-SNACK CAKES,MLA SUBMRNO STR BX8P,2,-33.71,32.20,1,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MARINELA,MR-BX-SNACK CAKES,MLA SUBMRNO VAN BX8P,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MARINELA,MR-MP-COOKIES,,16,134.38,4.00,1,0,0,0,0,3,2,0,7,0,3,3,12
SWEET BAKED GOODS,MARINELA,MR-MP-COOKIES,MLA BRRITA PNA MF6P,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MARINELA,MR-MP-COOKIES,MLA BRRITA STR MF6P,6,413.85,8.38,1,0,0,0,0,0,0,0,2,0,0,0,2
SWEET BAKED GOODS,MARINELA,MR-MP-COOKIES,MLA SPONCH MF6P,9,75.36,1.02,0,0,0,0,0,3,2,0,5,0,3,3,10
SWEET BAKED GOODS,MRS BAIRDS SBG,,,398,50.55,1.64,7,48,48,56,96,64,82,50,53,128,64,312,377
SWEET BAKED GOODS,MRS BAIRDS SBG,MB DONUTS POPETTES,,378,54.35,0.80,3,48,48,48,96,64,80,48,48,128,64,304,368
SWEET BAKED GOODS,MRS BAIRDS SBG,MB DONUTS POPETTES,MB POWDER SUG DO BAG,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MRS BAIRDS SBG,MB DONUTS POPETTES,MB SNK BAG CHOC DNT,107,74.96,0.95,1,16,16,16,32,16,32,16,16,32,16,96,112
SWEET BAKED GOODS,MRS BAIRDS SBG,MB DONUTS POPETTES,MB SNK BAG CINN DNT,54,55.27,1.19,1,0,0,0,0,16,0,0,0,16,16,16,32
SWEET BAKED GOODS,MRS BAIRDS SBG,MB DONUTS POPETTES,MB SNK BAG POWDERDNT,218,46.44,0.63,1,32,32,32,64,32,48,32,32,80,32,192,224
SWEET BAKED GOODS,MRS BAIRDS SBG,MB SS DANISH-SWTROLL,,3,100.00,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MRS BAIRDS SBG,MB SS DANISH-SWTROLL,MB HONEY BUNS,2,100.00,2.50,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MRS BAIRDS SBG,MB SS DANISH-SWTROLL,MB SNACK CINN ROLL,1,100.00,27.66,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MRS BAIRDS SBG,MB SS DONUTS,,3,100.00,69.90,2,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MRS BAIRDS SBG,MB SS DONUTS,MB SS CHOC DONUTS,1,100.00,105.58,1,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MRS BAIRDS SBG,MB SS DONUTS,MB SS CINN SUGAR DON,0,100.00,60.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MRS BAIRDS SBG,MB SS DONUTS,MB SS SNACK DONUTS,2,100.00,53.21,1,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MRS BAIRDS SBG,MB SS PIES,,2,100.00,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MRS BAIRDS SBG,MB SS PIES,MB SS APPLE PIE,1,100.00,10.50,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MRS BAIRDS SBG,MB SS PIES,MB SS CHERRY PIE,1,100.00,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MRS BAIRDS SBG,MB SWT ROLLS-BUNS,,12,-39.60,10.60,1,0,0,8,0,0,2,2,5,0,0,8,9
SWEET BAKED GOODS,MRS BAIRDS SBG,MB SWT ROLLS-BUNS,MB CLUST CINN RL 6P,12,-39.60,10.60,1,0,0,8,0,0,2,2,5,0,0,8,9
SWEET BAKED GOODS,SARA LEE FRESH SBG,,,14,-18.34,54.40,8,0,20,0,0,3,0,0,0,0,3,23,3
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG DONUTS,,7,100.00,82.15,6,0,20,0,0,3,0,0,0,0,3,23,3
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG DONUTS,SL FRST DONUTS 8P BX,2,100.00,93.90,1,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG DONUTS,SL GLZD DON HOLES BX,2,100.00,116.80,3,0,2,0,0,2,0,0,0,0,2,4,2
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG DONUTS,SL VAR DONUT12P BX,3,100.00,41.78,1,0,18,0,0,1,0,0,0,0,1,19,1
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG DONUTS,SL VAR DONUTS 8P BX,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,,7,-57.35,29.02,2,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,SL BROWNIE CC CK 7P,2,100.00,21.21,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,SL BUTTER SUNSH 6P9Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,SL CHEESE CRMB 6P12,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,SL CHOC CRM CK8P12.7,1,-67.74,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,SL CRUMB CAKES 6P12,1,-86.46,54.84,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,SL DEVILCRM CK8P12.5,4,-25.38,23.20,1,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,SL DEVILSFD CK8P13Z,-1,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,SL GLDENCRM CK8P12.1,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,SL GLDENFDG CK8P13,1,-80.98,60.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,SL SNICKRDL CK7P10.5,0,100.00,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,SL SPKLED BROWNIE 7P,0,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Totals,,,,"9,478",-5.98,3.96,375,1842,1486,1419,3211,1843,1957,1295,1359,2838,1843,9801,9292
